Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/clusters/486818732c691850ddcd5b241ca23319454fe575,221,0,480.0,667.9015876383247,222.0292089987197,3684.1022920052637,262144.0,3.7431973328781876,0.0,480,670,700,730,980,1500,2500,3100,3700,3700,3700
GET,/clusters/4a09785674d14344d92b1212b6e810369535ea1c,215,0,490.0,652.1091042790727,221.2061669997638,2756.2262499995995,262144.0,3.641572065922219,0.0,490,700,720,770,990,1400,1700,2500,2800,2800,2800
GET,/clusters/4a7fb852bb3f120e676f906c7e208e43f6dc1003,236,0,490.0,632.2930911188081,218.26645900000585,3091.9128749956144,262144.0,3.99726050026811,0.0,490,670,710,750,950,1200,1600,1900,3100,3100,3100
GET,/clusters/4bb7275205086e01c4bdef60113abd1c6c07b666,216,0,490.0,649.9772414812874,220.57266699994216,5768.082167000102,262144.0,3.6585096104148804,0.0,490,680,720,760,1100,1300,1700,1900,5800,5800,5800
GET,/clusters/6bfb0a0bfd71b41f71bd956b5e6af76c8ad5cd2b,229,0,470.0,577.5114540043735,217.55245800159173,2718.687874999887,262144.0,3.8786976888194795,0.0,470,670,690,710,890,1100,1400,1800,2700,2700,2700
GET,/clusters/b8186e0e1806966514ea8d45b3eb3e7681bdf974,239,0,480.0,625.2928087695441,216.01862499665003,3572.1388750025653,262144.0,4.048073133746095,0.0,480,680,700,720,960,1400,1700,1800,3600,3600,3600
GET,/clusters/c544b2178af4a4428cd1e12ca26d6428e3d24276,213,0,490.0,621.9737181364367,219.95445799984736,2153.6664589948487,262144.0,3.6076969769368956,0.0,490,680,700,730,940,1300,1700,1800,2200,2200,2200
GET,/clusters/d16bf0750fcda12088c406510f2d2f6c50d4097c,219,0,470.0,626.606206634623,217.9144580004504,3494.1198749947944,262144.0,3.709322243892865,0.0,470,670,700,710,920,1300,2200,2700,3500,3500,3500
GET,/clusters/dbf5013b65b95c339ecd6563acd4b8016cd0d80f,237,0,510.0,631.2513338607114,221.40324999782024,2772.3671659987303,262144.0,4.0141980447607715,0.0,510,680,700,740,950,1200,1400,1700,2800,2800,2800
GET,/clusters/dcfc37347dd5794515d7bb08ffcbca654f47d744,229,0,490.0,628.7131314105523,220.58358299545944,2160.402208006417,262144.0,3.8786976888194795,0.0,490,690,720,850,980,1200,1400,1700,2200,2200,2200
GET,/clusters/ef4d97771d424720fb370d0e82f4537efb72c47a,224,0,630.0,626.8896140269525,220.54066700366093,1770.082499999262,262144.0,3.794009966356172,0.0,640,680,710,760,930,1200,1400,1500,1800,1800,1800
GET,/clusters/f4468b46760db96b07658c71338db961fb6de72f,205,0,470.0,606.290223999744,222.33566700015217,2352.488541000639,262144.0,3.472196620995604,0.0,470,670,720,860,990,1200,1400,1400,2400,2400,2400
,Aggregated,2683,0,480.0,628.8195565080214,216.01862499665003,5768.082167000102,262144.0,45.44343187381076,0.0,480,680,710,730,960,1300,1600,2100,3600,5800,5800
