Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/clusters/486818732c691850ddcd5b241ca23319454fe575,179,0,590.0,725.0901736201512,282.392749999417,4095.378375001019,262144.0,3.0291634671436105,0.0,590,650,910,940,1400,1700,2200,3600,4100,4100,4100
GET,/clusters/4a09785674d14344d92b1212b6e810369535ea1c,164,0,570.0,674.8140632804812,280.01770899572875,3900.635374993726,262144.0,2.775322953137163,0.0,570,640,880,920,1200,1600,1700,3300,3900,3900,3900
GET,/clusters/4a7fb852bb3f120e676f906c7e208e43f6dc1003,181,0,580.0,729.4833685689267,278.8291670003673,3518.3932079962688,262144.0,3.0630088690111372,0.0,580,640,920,960,1300,1800,1900,3400,3500,3500,3500
GET,/clusters/4bb7275205086e01c4bdef60113abd1c6c07b666,170,0,590.0,781.6333244817489,276.63549999851966,4031.944250004017,262144.0,2.876859158739742,0.0,590,900,960,1100,1500,1900,2300,3100,4000,4000,4000
GET,/clusters/6bfb0a0bfd71b41f71bd956b5e6af76c8ad5cd2b,212,0,580.0,791.9339194247513,277.20154199778335,4326.830083999084,262144.0,3.5876125979577957,0.0,580,660,920,950,1500,2100,3700,4100,4300,4300,4300
GET,/clusters/b8186e0e1806966514ea8d45b3eb3e7681bdf974,177,0,580.0,800.0965037907748,274.70862500194926,4077.474625002651,262144.0,2.9953180652760842,0.0,580,670,930,1000,1600,1900,3500,3700,4100,4100,4100
GET,/clusters/c544b2178af4a4428cd1e12ca26d6428e3d24276,197,0,590.0,745.1794893805633,275.46450000227196,4624.388791999081,262144.0,3.3337720839513483,0.0,590,840,920,950,1300,1700,2200,4000,4600,4600,4600
GET,/clusters/d16bf0750fcda12088c406510f2d2f6c50d4097c,181,0,590.0,772.0763315302763,276.1681249976391,3674.000957995304,262144.0,3.0630088690111372,0.0,590,750,920,980,1500,2100,2700,2900,3700,3700,3700
GET,/clusters/dbf5013b65b95c339ecd6563acd4b8016cd0d80f,202,0,580.0,755.9021668313638,280.2188329951605,4613.595583003189,262144.0,3.418385588620164,0.0,580,670,920,940,1500,1800,3000,3600,4600,4600,4600
GET,/clusters/dcfc37347dd5794515d7bb08ffcbca654f47d744,193,0,590.0,732.5738696575978,276.45699999993667,3234.186249996128,262144.0,3.2660812802162953,0.0,590,650,930,970,1300,1700,2300,2400,3200,3200,3200
GET,/clusters/ef4d97771d424720fb370d0e82f4537efb72c47a,197,0,570.0,764.4623591422622,281.30316700116964,4210.806750001211,262144.0,3.3337720839513483,0.0,570,660,920,950,1600,1900,2800,3200,4200,4200,4200
GET,/clusters/f4468b46760db96b07658c71338db961fb6de72f,178,0,590.0,772.3114082248511,275.1517500000773,4561.54824999976,262144.0,3.0122407662098474,0.0,590,880,930,1100,1500,1700,2000,3100,4600,4600,4600
,Aggregated,2231,0,580.0,754.6291168945532,274.70862500194926,4624.388791999081,262144.0,37.75454578322567,0.0,580,660,920,950,1500,1800,2600,3500,4600,4600,4600
