Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/clusters/486818732c691850ddcd5b241ca23319454fe575,217,0,490.0,642.3664020506793,223.24125000159256,2554.4847499986645,262144.0,3.671276550567879,0.0,490,710,740,930,1200,1700,1900,2000,2600,2600,2600
GET,/clusters/4a09785674d14344d92b1212b6e810369535ea1c,204,0,470.0,613.396087583169,222.61858300043968,2681.953582999995,262144.0,3.4513383240361626,0.0,480,690,740,840,970,1400,2100,2400,2700,2700,2700
GET,/clusters/4a7fb852bb3f120e676f906c7e208e43f6dc1003,242,0,470.0,610.19328612795,222.522875003051,3654.404082997644,262144.0,4.094234678513487,0.0,470,690,720,760,1000,1500,2300,2700,3700,3700,3700
GET,/clusters/4bb7275205086e01c4bdef60113abd1c6c07b666,237,0,470.0,614.3721758523924,224.38945899921237,3378.5638749977807,262144.0,4.009643052924365,0.0,470,700,730,760,1000,1400,2100,2900,3400,3400,3400
GET,/clusters/6bfb0a0bfd71b41f71bd956b5e6af76c8ad5cd2b,222,0,480.0,665.9358729005829,225.4432089976035,4824.360667000292,262144.0,3.7558681761570005,0.0,480,710,760,940,1100,1800,2500,3100,4800,4800,4800
GET,/clusters/b8186e0e1806966514ea8d45b3eb3e7681bdf974,223,0,480.0,653.8054613140921,226.79729200172005,3265.8654999977443,262144.0,3.7727865012748247,0.0,480,710,750,930,1200,1600,2100,2700,3300,3300,3300
GET,/clusters/c544b2178af4a4428cd1e12ca26d6428e3d24276,239,0,470.0,632.5988143429618,222.62837499874877,3880.191583004489,262144.0,4.043479703160014,0.0,470,710,740,780,1100,1500,2200,2700,3900,3900,3900
GET,/clusters/d16bf0750fcda12088c406510f2d2f6c50d4097c,233,0,480.0,624.8275570340903,225.88708299736027,3777.8781250017346,262144.0,3.941969752453068,0.0,480,710,750,890,1200,1400,2200,2300,3800,3800,3800
GET,/clusters/dbf5013b65b95c339ecd6563acd4b8016cd0d80f,232,0,490.0,602.4372236378722,222.28966699913144,3154.802249999193,262144.0,3.925051427335244,0.0,490,700,740,760,1000,1200,1400,1700,3200,3200,3200
GET,/clusters/dcfc37347dd5794515d7bb08ffcbca654f47d744,207,0,480.0,589.9160783280954,226.22579100425355,2353.1147920002695,262144.0,3.5020932993896356,0.0,480,700,720,740,970,1300,1700,2000,2400,2400,2400
GET,/clusters/ef4d97771d424720fb370d0e82f4537efb72c47a,246,0,470.0,606.705130755923,224.6187499986263,2716.463417003979,262144.0,4.161907978984784,0.0,480,690,730,750,990,1500,2400,2500,2700,2700,2700
GET,/clusters/f4468b46760db96b07658c71338db961fb6de72f,206,0,480.0,614.1498309030812,222.46629199798917,3801.443417003611,262144.0,3.4851749742718114,0.0,480,680,730,740,1000,1300,1900,2800,3800,3800,3800
,Aggregated,2708,0,480.0,622.5457911874892,222.28966699913144,4824.360667000292,262144.0,45.81482441906827,0.0,480,700,740,770,1000,1400,2100,2500,3900,4800,4800
